id,first_name,last_name,email,mbti,self identified gender,matching gender preferences
101450,Major,Dudley,example101450@scrippscollege.edu,ISFP,men,women
101451,Amelia,Morris,example101451@hmc.edu,INTP,non-binary,"men, women"
101452,Emerson,Nava,example101452@scrippscollege.edu,ENTP,men,women
101453,Callen,Cantrell,example101453@hmc.edu,,women,men
101454,Remy,Lara,example101454@hmc.edu,ESTJ,women,men
101455,Brody,Valenzuela,example101455@students.claremontmckenna.edu,ISFJ,non-binary,"women, non-binary"
101456,Azalea,Frank,example101456@students.pitzer.edu,ENFJ,men,women
101457,Treasure,Jennings,example101457@scrippscollege.edu,ENTP,non-binary,"men, women"
101458,Anika,West,example101458@students.claremontmckenna.edu,ENTJ,men,women
101459,Azrael,Barton,example101459@scrippscollege.edu,ISFP,women,men
101460,Kailani,Neal,example101460@students.claremontmckenna.edu,INFJ,women,men
101461,Armando,Krueger,example101461@hmc.edu,ESFP,women,men
101462,Jameson,Barton,example101462@scrippscollege.edu,ISFJ,men,women
101463,Chloe,Lara,example101463@students.claremontmckenna.edu,INFP,men,women
101464,Samuel,Cochran,example101464@students.pitzer.edu,ISFJ,men,women
101465,Yaretzi,Nolan,example101465@students.claremontmckenna.edu,ISFJ,men,women
101466,Carter,Lindsey,example101466@students.pitzer.edu,INTJ,women,men
101467,Bryce,Haley,example101467@hmc.edu,ESTJ,women,men
101468,Nia,Horne,example101468@scrippscollege.edu,ISTJ,women,men
101469,Rafael,Woodward,example101469@students.claremontmckenna.edu,ESFJ,men,women
101470,Khaleesi,Pugh,example101470@mymail.pomona.edu,ENTP,women,"women, non-binary"
101471,Brecken,Dominguez,example101471@mymail.pomona.edu,INTP,women,women
101472,Mara,Kemp,example101472@scrippscollege.edu,ISFJ,women,"men, women"
101473,Margo,Newton,example101473@mymail.pomona.edu,ISFJ,women,men
101474,Paola,Benton,example101474@students.pitzer.edu,,women,"men, women"
101475,Alaric,Maddox,example101475@students.pitzer.edu,ESFP,men,women
101476,Leonel,Leon,example101476@mymail.pomona.edu,ESFJ,women,"men, women"
101477,Nyomi,Chambers,example101477@students.pitzer.edu,ESTP,men,women
101478,Hannah,Bailey,example101478@hmc.edu,INTJ,women,men
101479,Keilani,Sellers,example101479@mymail.pomona.edu,INFJ,women,men
101480,Kevin,Fitzgerald,example101480@mymail.pomona.edu,INFJ,men,women
101481,Sydney,Farley,example101481@students.pitzer.edu,,non-binary,"men, women, non-binary"
101482,Antonio,Burns,example101482@students.pitzer.edu,ENTP,non-binary,men
101483,Sutton,Farrell,example101483@students.pitzer.edu,ENFJ,men,"women, non-binary"
101484,Anya,Cooper,example101484@scrippscollege.edu,ENTJ,women,men
101485,Avayah,Hanna,example101485@scrippscollege.edu,INTJ,non-binary,women
101486,Zelda,Olson,example101486@mymail.pomona.edu,ENFP,women,men
101487,Veronica,Yoder,example101487@scrippscollege.edu,INFJ,women,women
101488,Caiden,Arias,example101488@hmc.edu,ISTP,men,women
101489,Harlow,Corona,example101489@scrippscollege.edu,ISFP,women,men
101490,Haylee,Dodson,example101490@hmc.edu,ISTP,men,women
101491,Christina,Corona,example101491@hmc.edu,INTP,women,men
101492,Layne,Dodson,example101492@students.claremontmckenna.edu,ESFP,women,men
101493,Alijah,Bowers,example101493@students.claremontmckenna.edu,ISTP,men,women
101494,Everlee,Day,example101494@students.claremontmckenna.edu,ESTP,"men, women, non-binary",non-binary
101495,Alexandra,Garner,example101495@mymail.pomona.edu,INFP,women,"women, non-binary"
101496,Briggs,Velasquez,example101496@students.claremontmckenna.edu,ESFP,women,men
101497,Issac,Zamora,example101497@students.pitzer.edu,ISTP,women,men
101498,Capri,Curry,example101498@mymail.pomona.edu,ENTP,non-binary,"men, women, non-binary"
101499,Willa,Neal,example101499@students.pitzer.edu,ISTJ,non-binary,"women, non-binary"
101500,Izabella,Gomez,example101500@students.pitzer.edu,INTJ,non-binary,"men, non-binary"
101501,Aydin,McKay,example101501@scrippscollege.edu,,non-binary,non-binary
101502,Makayla,Chandler,example101502@mymail.pomona.edu,ENTP,men,women
101503,Brennan,Cooper,example101503@hmc.edu,ISTJ,men,women
101504,Aleah,Campbell,example101504@hmc.edu,ESTJ,non-binary,"women, non-binary"
101505,Soren,Hicks,example101505@mymail.pomona.edu,ENTP,men,women
101506,Elizabeth,Sharp,example101506@students.pitzer.edu,ESFP,men,women
101507,Holden,Marsh,example101507@mymail.pomona.edu,INFJ,women,men
101508,Alaiya,Doyle,example101508@hmc.edu,ISTJ,"men, non-binary","men, women, non-binary"
101509,Austin,Orr,example101509@hmc.edu,ESTJ,men,women
101510,Aleah,Long,example101510@scrippscollege.edu,ESTP,men,women
101511,Davina,Tyler,example101511@hmc.edu,ESFP,men,women
101512,Lucille,Weeks,example101512@mymail.pomona.edu,ESFP,"men, women, non-binary","men, women, non-binary"
101513,Kairo,Durham,example101513@mymail.pomona.edu,ISTJ,"women, non-binary","men, non-binary"
101514,Nixon,Bernard,example101514@hmc.edu,ENFJ,women,men
101515,Angie,Villegas,example101515@students.claremontmckenna.edu,ISFJ,men,women
101516,Braylon,Bell,example101516@hmc.edu,ENFJ,men,women
101517,Cedric,Oliver,example101517@students.claremontmckenna.edu,ENFP,women,men
101518,Khalil,Pineda,example101518@hmc.edu,,women,"women, non-binary"
101519,Ryland,Watkins,example101519@students.claremontmckenna.edu,INFJ,women,"women, non-binary"
101520,Saylor,Whitehead,example101520@mymail.pomona.edu,ENTJ,men,women
101521,Kylan,McKenzie,example101521@students.claremontmckenna.edu,ESFJ,"men, non-binary",women
101522,Kalel,Arias,example101522@hmc.edu,ISTJ,men,women
101523,Harvey,Bowers,example101523@scrippscollege.edu,ESFJ,women,men
101524,Zainab,Vu,example101524@hmc.edu,INFJ,women,men
101525,Dario,Dixon,example101525@mymail.pomona.edu,ENFJ,women,"men, women, non-binary"
101526,Mauricio,Parrish,example101526@students.pitzer.edu,ESTP,women,men
101527,Genevieve,Gregory,example101527@mymail.pomona.edu,ENFJ,women,men
101528,Lane,Robertson,example101528@students.pitzer.edu,ENTJ,men,women
101529,Anastasia,Corona,example101529@scrippscollege.edu,ENFP,men,"men, non-binary"
101530,Amelie,Berg,example101530@hmc.edu,ENFP,women,men
101531,Ariella,Kemp,example101531@students.claremontmckenna.edu,ENTP,women,men
101532,Kane,Dougherty,example101532@hmc.edu,ESFJ,men,"men, women"
101533,Paislee,Fleming,example101533@mymail.pomona.edu,ISFP,women,men
101534,Maison,Gaines,example101534@hmc.edu,ESFJ,non-binary,non-binary
101535,Aspen,Arias,example101535@scrippscollege.edu,ENTP,men,"women, non-binary"
101536,Wyatt,Mayo,example101536@hmc.edu,ISTJ,"men, women","men, non-binary"
101537,Elina,Salazar,example101537@scrippscollege.edu,INTJ,women,"women, non-binary"
101538,Freyja,Olson,example101538@mymail.pomona.edu,,men,women
101539,Darian,Osborne,example101539@students.claremontmckenna.edu,ENFP,women,men
101540,Joseph,Richard,example101540@students.claremontmckenna.edu,ESTP,"men, women",women
101541,Valerie,Casey,example101541@mymail.pomona.edu,ISTP,women,men
101542,Scarlette,Charles,example101542@hmc.edu,ENTJ,men,women
101543,Andres,Dyer,example101543@hmc.edu,ESFP,women,women
101544,Hayden,Atkinson,example101544@students.claremontmckenna.edu,ESFJ,men,women
101545,Noor,Cain,example101545@hmc.edu,ESFJ,women,men
101546,Lexi,Meyers,example101546@scrippscollege.edu,ESFP,men,women
101547,Esperanza,Farley,example101547@mymail.pomona.edu,ESTJ,women,men
101548,Emilio,Cole,example101548@scrippscollege.edu,ESFP,men,women
101549,Phoebe,Knapp,example101549@hmc.edu,ESTJ,non-binary,"men, women, non-binary"
101550,Yehuda,Lyons,example101550@mymail.pomona.edu,,women,"men, women"
101551,Isabelle,Kelley,example101551@mymail.pomona.edu,ISTJ,men,"men, non-binary"
101552,Christian,Sanders,example101552@students.claremontmckenna.edu,INTP,men,women
101553,Angie,Byrd,example101553@hmc.edu,ISTJ,men,"women, non-binary"
101554,Melani,Johnston,example101554@mymail.pomona.edu,ESFJ,women,men
101555,Josie,Klein,example101555@scrippscollege.edu,ISTJ,men,women
101556,Lyla,Hanson,example101556@scrippscollege.edu,INFP,women,men
101557,Nyla,Floyd,example101557@students.pitzer.edu,ISFP,men,women
101558,Jerry,Mann,example101558@scrippscollege.edu,INFP,"women, non-binary",non-binary
101559,Austin,Villegas,example101559@mymail.pomona.edu,,women,men
101560,Tate,Hammond,example101560@mymail.pomona.edu,ENTP,men,women
101561,Kaden,Elliott,example101561@scrippscollege.edu,ISTP,women,men
101562,Moises,Benton,example101562@students.pitzer.edu,ISTJ,men,women
101563,Sergio,Wang,example101563@hmc.edu,ISTP,men,women
101564,Amora,Morales,example101564@students.pitzer.edu,ISFJ,women,men
101565,Jaxon,Schmitt,example101565@hmc.edu,,men,non-binary
101566,Brynlee,Brock,example101566@students.pitzer.edu,ESTP,non-binary,"men, women"
101567,Harold,Burch,example101567@students.pitzer.edu,ESFJ,women,men
101568,Anika,Contreras,example101568@students.claremontmckenna.edu,ESFJ,men,women
101569,Amira,Brooks,example101569@scrippscollege.edu,ESTJ,men,women
101570,Jones,Santiago,example101570@mymail.pomona.edu,ISFP,men,women
101571,Korbin,Peters,example101571@students.pitzer.edu,ESTP,men,women
101572,Leila,Livingston,example101572@students.pitzer.edu,INTJ,"men, women, non-binary","men, non-binary"
101573,Jacoby,Richard,example101573@students.claremontmckenna.edu,INFP,women,men
101574,Brooklynn,Barnett,example101574@mymail.pomona.edu,ESTP,men,women
101575,Darius,Hart,example101575@students.pitzer.edu,ENTP,men,women
101576,Emory,Donaldson,example101576@students.pitzer.edu,ESTJ,men,women
101577,Leonard,Bell,example101577@hmc.edu,ISTP,men,men
101578,Briana,Espinoza,example101578@students.claremontmckenna.edu,INFJ,men,"women, non-binary"
101579,Alonso,McKenzie,example101579@scrippscollege.edu,ENTP,non-binary,women
101580,Lexi,Lu,example101580@scrippscollege.edu,ESTJ,women,men
101581,Fletcher,Lewis,example101581@mymail.pomona.edu,ESTP,men,women
101582,Jenna,Huang,example101582@hmc.edu,INFJ,women,women
101583,Drew,Mullins,example101583@hmc.edu,ENTJ,women,men
101584,Cesar,Church,example101584@scrippscollege.edu,INTJ,men,women
101585,Ryland,Dickson,example101585@students.claremontmckenna.edu,INFJ,women,men
101586,Anya,Xiong,example101586@scrippscollege.edu,,non-binary,"men, non-binary"
101587,Iyla,McDowell,example101587@mymail.pomona.edu,ENFP,men,"men, women, non-binary"
101588,Rosemary,Diaz,example101588@scrippscollege.edu,INFJ,women,"women, non-binary"
101589,Cristian,Rubio,example101589@hmc.edu,INFJ,men,women
101590,Barbara,Choi,example101590@mymail.pomona.edu,INTP,men,women
101591,Henry,McKinney,example101591@hmc.edu,INFJ,non-binary,"men, women, non-binary"
101592,Jad,Arias,example101592@hmc.edu,ESTP,women,men
101593,Giselle,Santana,example101593@scrippscollege.edu,INFP,men,"men, women"
101594,Langston,Acevedo,example101594@students.claremontmckenna.edu,INTJ,women,men
101595,Augustus,Farley,example101595@mymail.pomona.edu,ENTJ,women,men
101596,Kaisley,Soto,example101596@students.claremontmckenna.edu,INTJ,men,women
101597,Kareem,Woodward,example101597@mymail.pomona.edu,INTJ,men,women
101598,Iyla,Calderon,example101598@students.claremontmckenna.edu,INFP,women,men
101599,Emmalynn,Bell,example101599@students.pitzer.edu,ENTJ,men,men
101600,Anaya,Ray,example101600@hmc.edu,ISTP,non-binary,women
101601,Eliel,Mullen,example101601@mymail.pomona.edu,INFJ,men,women
101602,Saige,Burns,example101602@scrippscollege.edu,ISTJ,"men, women",non-binary
101603,Emory,Singleton,example101603@students.claremontmckenna.edu,INFJ,men,women
101604,Cassidy,Lindsey,example101604@students.pitzer.edu,ENFP,men,women
101605,Rosalyn,Guerrero,example101605@scrippscollege.edu,ESFP,women,men
101606,Dorothy,Rodriguez,example101606@students.pitzer.edu,ESFJ,women,men
101607,Remy,Delacruz,example101607@hmc.edu,ESTJ,women,women
101608,Kaydence,Felix,example101608@mymail.pomona.edu,ISFP,men,"men, non-binary"
101609,Abdullah,Ross,example101609@students.pitzer.edu,ENTP,men,women
101610,Briar,Lewis,example101610@students.claremontmckenna.edu,ISTP,men,"men, women"
101611,Danny,Stanley,example101611@students.pitzer.edu,ESFP,men,women
101612,Nyla,Valentine,example101612@students.claremontmckenna.edu,ENFP,men,women
101613,Lylah,Martinez,example101613@hmc.edu,ESTJ,men,women
101614,Langston,Jennings,example101614@mymail.pomona.edu,INFP,men,non-binary
101615,Amina,Stephenson,example101615@hmc.edu,INFJ,women,men
101616,Yamileth,Horne,example101616@scrippscollege.edu,ISFP,men,women
101617,Mila,Esparza,example101617@students.pitzer.edu,ESFJ,men,women
101618,Everlee,Ward,example101618@scrippscollege.edu,ISFJ,non-binary,"men, women, non-binary"
101619,Landry,Fry,example101619@mymail.pomona.edu,INFJ,women,men
101620,Carter,Velez,example101620@scrippscollege.edu,ESFP,women,"women, non-binary"
101621,Sullivan,Young,example101621@scrippscollege.edu,ENTP,non-binary,women
101622,Christina,Morton,example101622@students.claremontmckenna.edu,ENFJ,women,men
101623,Ezra,Lu,example101623@hmc.edu,ESTJ,men,women
101624,Saylor,Macias,example101624@hmc.edu,ESFJ,men,non-binary
101625,Gemma,Parks,example101625@mymail.pomona.edu,ESFJ,non-binary,"men, women, non-binary"
101626,Wyatt,Sanford,example101626@scrippscollege.edu,ENFJ,men,women
101627,Mateo,Ball,example101627@students.pitzer.edu,ENTP,women,men
101628,Ellis,Yates,example101628@students.claremontmckenna.edu,ENFP,women,women
101629,Kareem,Medrano,example101629@mymail.pomona.edu,ESFP,men,women
101630,Enoch,Dennis,example101630@students.claremontmckenna.edu,ISTJ,"men, women",women
101631,Mylah,Baker,example101631@hmc.edu,ISFJ,"men, women, non-binary","men, women, non-binary"
101632,Serenity,Gates,example101632@students.pitzer.edu,INFP,women,men
101633,Iyla,Sutton,example101633@mymail.pomona.edu,,men,women
101634,Hadleigh,Arnold,example101634@scrippscollege.edu,ESTP,men,women
101635,Aubrey,Gates,example101635@students.pitzer.edu,ISTJ,women,men
101636,Karen,Parrish,example101636@students.pitzer.edu,,women,men
101637,Nalani,Baker,example101637@students.pitzer.edu,ENTP,women,"men, women"
101638,Ronan,Valentine,example101638@scrippscollege.edu,ISFJ,women,"men, women"
101639,Lincoln,Salazar,example101639@students.claremontmckenna.edu,ESFJ,men,women
101640,Adeline,Murphy,example101640@hmc.edu,,women,men
101641,Madalynn,Burch,example101641@scrippscollege.edu,ISFJ,men,women
101642,Charley,Travis,example101642@scrippscollege.edu,ENFP,men,women
101643,Ramona,Singleton,example101643@students.claremontmckenna.edu,ISFP,women,men
101644,Bradley,Grimes,example101644@students.pitzer.edu,ENFP,women,"men, women"
101645,Tanner,Patrick,example101645@scrippscollege.edu,ENTP,women,men
101646,Briana,Guevara,example101646@hmc.edu,,women,"men, non-binary"
101647,Everlee,Rodriguez,example101647@hmc.edu,ENTP,non-binary,men
101648,Zoie,Casey,example101648@hmc.edu,ISFP,women,men
101649,Kylan,Branch,example101649@mymail.pomona.edu,ENFJ,women,men
101650,Harmony,Mora,example101650@scrippscollege.edu,INTP,men,women
101651,Arian,Case,example101651@students.claremontmckenna.edu,ENFP,men,non-binary
101652,Saige,Rollins,example101652@students.pitzer.edu,ENTJ,women,non-binary
101653,Karsyn,Peters,example101653@students.claremontmckenna.edu,ESFJ,women,men
101654,Nyla,Gates,example101654@students.pitzer.edu,ENFP,women,men
101655,Edwin,Zamora,example101655@students.claremontmckenna.edu,INTP,men,women
101656,Andy,McCarthy,example101656@scrippscollege.edu,ESFJ,women,men
101657,Azalea,Choi,example101657@students.claremontmckenna.edu,ENTJ,"men, women","men, women"
101658,Lian,Cordova,example101658@students.claremontmckenna.edu,ESFP,women,men
101659,Amaia,Velez,example101659@students.claremontmckenna.edu,ISTP,men,women
101660,Alijah,Kemp,example101660@mymail.pomona.edu,ISTJ,men,women
101661,Jack,Donaldson,example101661@mymail.pomona.edu,INFP,men,women
101662,Max,Hunter,example101662@students.claremontmckenna.edu,ISFJ,women,men
101663,Mercy,Strong,example101663@students.claremontmckenna.edu,ENTP,women,men
101664,Morgan,Dillon,example101664@scrippscollege.edu,ENFP,women,"women, non-binary"
101665,Bishop,Eaton,example101665@scrippscollege.edu,ENTP,men,women
101666,Finley,Hickman,example101666@students.pitzer.edu,ENTP,non-binary,"women, non-binary"
101667,Collin,Baker,example101667@students.pitzer.edu,ENFP,men,women
101668,Gage,Mora,example101668@scrippscollege.edu,ESTJ,women,men
101669,Andy,Skinner,example101669@students.pitzer.edu,ESTP,women,men
101670,Diego,Robinson,example101670@scrippscollege.edu,ESTJ,men,women
101671,Haylee,Donaldson,example101671@students.claremontmckenna.edu,ESFJ,non-binary,women
101672,Christian,Palmer,example101672@scrippscollege.edu,ESFP,men,women
101673,Luna,Montgomery,example101673@students.pitzer.edu,INFP,non-binary,"women, non-binary"
101674,Ezra,Eaton,example101674@students.claremontmckenna.edu,ESFP,men,women
101675,Madelynn,McClure,example101675@mymail.pomona.edu,ENFP,women,men
101676,Jaylee,Jefferson,example101676@scrippscollege.edu,ENFP,women,men
101677,Chelsea,Mays,example101677@mymail.pomona.edu,ISFJ,men,women
101678,Georgia,Mullen,example101678@hmc.edu,ENFJ,women,men
101679,Zayd,Olsen,example101679@mymail.pomona.edu,ISFP,"men, non-binary",non-binary
101680,Eliseo,Ortiz,example101680@hmc.edu,ISTJ,non-binary,men
101681,Jayson,Warner,example101681@scrippscollege.edu,,"women, non-binary","women, non-binary"
101682,Raphael,Henderson,example101682@students.pitzer.edu,ENTP,men,men
101683,Ariella,Schwartz,example101683@hmc.edu,ESFP,men,women
101684,Wes,Hansen,example101684@students.pitzer.edu,INFP,women,men
101685,Niko,Ahmed,example101685@hmc.edu,ENFJ,men,women
101686,Damien,Rivera,example101686@students.pitzer.edu,,women,men
101687,Casey,Dawson,example101687@mymail.pomona.edu,ENFJ,men,women
101688,Anais,Jennings,example101688@mymail.pomona.edu,ISTJ,women,women
101689,Khalil,Cain,example101689@students.claremontmckenna.edu,ISFJ,"men, women, non-binary",non-binary
101690,Jasiah,Osborne,example101690@students.pitzer.edu,ESTJ,women,men
101691,Addison,Esquivel,example101691@students.claremontmckenna.edu,ENTJ,women,women
101692,Soren,Donaldson,example101692@scrippscollege.edu,ESTP,women,men
101693,Mariam,Haley,example101693@mymail.pomona.edu,,non-binary,"men, non-binary"
101694,Princeton,Tran,example101694@hmc.edu,ISTJ,women,men
101695,Roland,Dean,example101695@hmc.edu,ESFP,women,"men, women, non-binary"
101696,Miracle,Patton,example101696@students.claremontmckenna.edu,ENTP,women,men
101697,Axel,McKay,example101697@students.claremontmckenna.edu,ENFJ,"women, non-binary","men, non-binary"
101698,Dario,Gaines,example101698@students.pitzer.edu,ENFJ,"women, non-binary","men, women"
101699,Van,Phelps,example101699@hmc.edu,ENTP,men,women
101700,Reina,Morton,example101700@scrippscollege.edu,ESTP,non-binary,women
101701,Kellan,Palmer,example101701@mymail.pomona.edu,ISFJ,women,non-binary
101702,Boden,Reese,example101702@hmc.edu,ISTJ,"men, women, non-binary","women, non-binary"
101703,Gustavo,Schultz,example101703@mymail.pomona.edu,ESTJ,men,women
101704,Gustavo,Perry,example101704@mymail.pomona.edu,ESTJ,men,women
101705,Cairo,Arias,example101705@scrippscollege.edu,ESFP,non-binary,"women, non-binary"
101706,Itzayana,Mahoney,example101706@mymail.pomona.edu,ESTP,women,men
101707,Kallie,Gaines,example101707@mymail.pomona.edu,ENFJ,men,"men, women, non-binary"
101708,Emma,Brandt,example101708@students.pitzer.edu,ISTJ,women,men
101709,Alonso,O’Donnell,example101709@hmc.edu,INFJ,men,women
101710,Jolene,Singleton,example101710@students.pitzer.edu,ENFJ,men,women
101711,Jaylee,Hill,example101711@students.pitzer.edu,ENFJ,women,men
101712,Nathan,Juarez,example101712@mymail.pomona.edu,INTP,men,"men, non-binary"
101713,Whitley,Peterson,example101713@students.claremontmckenna.edu,ESFJ,men,women
101714,Esther,McCoy,example101714@students.pitzer.edu,ISTP,women,men
101715,Gracelyn,Howard,example101715@students.pitzer.edu,ESFP,women,"women, non-binary"
101716,Taylor,Hood,example101716@hmc.edu,,women,non-binary
101717,Alonzo,McGuire,example101717@scrippscollege.edu,ESFP,men,"men, women, non-binary"
101718,Nia,Luna,example101718@hmc.edu,INFP,women,men
101719,Gracelyn,Kane,example101719@mymail.pomona.edu,ENTP,men,women
101720,Jaxon,Potts,example101720@hmc.edu,ESFJ,women,non-binary
101721,Tyler,Arellano,example101721@students.pitzer.edu,ESTJ,"men, non-binary","men, women"
101722,Ledger,Stanley,example101722@scrippscollege.edu,ISTJ,women,men
101723,Khalid,Moody,example101723@mymail.pomona.edu,ESTJ,women,men
101724,Dario,Donaldson,example101724@hmc.edu,ESFP,women,"men, non-binary"
101725,Bonnie,Delarosa,example101725@hmc.edu,ESTP,non-binary,"men, non-binary"
101726,Armani,Gibson,example101726@students.claremontmckenna.edu,,women,men
101727,Thatcher,Boyd,example101727@mymail.pomona.edu,INTJ,women,men
101728,Grey,Sexton,example101728@students.claremontmckenna.edu,ENTP,women,men
101729,Karen,Williamson,example101729@hmc.edu,ENTJ,women,men
101730,Sawyer,Hunt,example101730@mymail.pomona.edu,INTJ,men,women
101731,Danna,McClure,example101731@mymail.pomona.edu,INFP,men,"men, women"
101732,Kayson,Schneider,example101732@hmc.edu,,men,women
101733,Liv,Lee,example101733@scrippscollege.edu,ESTP,"men, non-binary",non-binary
101734,Princeton,Cherry,example101734@students.claremontmckenna.edu,ENTP,women,men
101735,Estella,Travis,example101735@mymail.pomona.edu,ENTJ,women,men
101736,Emely,Alexander,example101736@students.claremontmckenna.edu,ESTJ,men,"women, non-binary"
101737,Rosalia,Wiggins,example101737@hmc.edu,ESTJ,women,men
101738,Ellis,Stewart,example101738@hmc.edu,ESTJ,women,"men, women, non-binary"
101739,Scott,Holmes,example101739@mymail.pomona.edu,INFP,women,men
101740,Azariah,Griffith,example101740@students.pitzer.edu,ISTJ,women,men
101741,Nathan,Calderon,example101741@mymail.pomona.edu,ISTP,men,women
101742,Bjorn,King,example101742@hmc.edu,,women,men
101743,Bria,Wiggins,example101743@hmc.edu,ISTP,men,women
101744,Gemma,Navarro,example101744@hmc.edu,,men,women
101745,Dario,Hess,example101745@scrippscollege.edu,ISFJ,women,men
101746,Rosalia,Benitez,example101746@mymail.pomona.edu,ESFP,non-binary,"men, women"
101747,Aarya,Becker,example101747@hmc.edu,ESFJ,men,women
101748,Frances,McKenzie,example101748@mymail.pomona.edu,,women,men
101749,Theo,Medrano,example101749@mymail.pomona.edu,ENTJ,men,women
101750,Nathan,Ford,example101750@students.claremontmckenna.edu,INFP,"women, non-binary","women, non-binary"
101751,Karsyn,Summers,example101751@hmc.edu,ENTP,"men, non-binary",non-binary
101752,Kyng,McKinney,example101752@hmc.edu,INTJ,men,women
101753,Emmalyn,Shepard,example101753@students.pitzer.edu,INTJ,men,women
101754,Mae,Macias,example101754@students.pitzer.edu,INTJ,women,men
101755,Kailani,Duke,example101755@scrippscollege.edu,INTJ,women,men
101756,Yamileth,Davila,example101756@students.pitzer.edu,INTP,"men, women, non-binary","men, women, non-binary"
101757,Terrance,Valenzuela,example101757@students.pitzer.edu,ENTP,men,women
101758,Clyde,Campos,example101758@scrippscollege.edu,ESTJ,"men, women, non-binary","men, women"
101759,Leonel,Corona,example101759@mymail.pomona.edu,,women,men
101760,Ava,Dixon,example101760@mymail.pomona.edu,INFJ,men,"men, non-binary"
101761,David,Nolan,example101761@students.claremontmckenna.edu,ESFJ,men,women
101762,Dakari,Cano,example101762@mymail.pomona.edu,ISFP,women,men
101763,Boden,Thompson,example101763@scrippscollege.edu,ISFP,women,men
101764,Milena,Case,example101764@students.claremontmckenna.edu,ESTJ,men,women
101765,Anais,Brandt,example101765@hmc.edu,ISTP,men,"women, non-binary"
101766,Leighton,Mueller,example101766@students.pitzer.edu,INFJ,men,"men, non-binary"
101767,Esther,Murphy,example101767@students.pitzer.edu,INTP,men,"women, non-binary"
101768,Reina,Guzman,example101768@students.claremontmckenna.edu,INTP,women,men
101769,Lana,Snyder,example101769@students.claremontmckenna.edu,INFJ,women,men
101770,Orlando,Yates,example101770@scrippscollege.edu,INTJ,men,"men, women"
101771,Reed,Martin,example101771@mymail.pomona.edu,ISTP,non-binary,"women, non-binary"
101772,Isabelle,Cano,example101772@hmc.edu,ENTP,men,women
101773,Davina,Arellano,example101773@students.claremontmckenna.edu,INFP,men,women
101774,Jacoby,Carter,example101774@students.claremontmckenna.edu,ISTJ,women,men
101775,Cairo,Day,example101775@students.pitzer.edu,ISTJ,women,non-binary
101776,Lincoln,Lamb,example101776@mymail.pomona.edu,INFP,non-binary,men
101777,Abraham,Thompson,example101777@students.claremontmckenna.edu,ENFJ,women,men
101778,Flora,Church,example101778@students.pitzer.edu,ENTJ,"men, women, non-binary","men, non-binary"
101779,Aubrey,Rollins,example101779@scrippscollege.edu,ESTJ,men,women
101780,Devin,Kemp,example101780@mymail.pomona.edu,ENTP,non-binary,non-binary
101781,Christian,Gregory,example101781@mymail.pomona.edu,INFJ,women,men
101782,Alexis,Zavala,example101782@students.claremontmckenna.edu,ESTP,women,men
101783,Alana,Lawson,example101783@mymail.pomona.edu,ESTP,women,men
101784,Harmony,Montoya,example101784@scrippscollege.edu,INFJ,women,men
101785,Wrenley,Dickson,example101785@hmc.edu,,men,"men, women, non-binary"
101786,Renata,Cervantes,example101786@hmc.edu,ISTP,men,women
101787,Iris,Coffey,example101787@students.claremontmckenna.edu,ESFP,non-binary,women
101788,Aviana,Cole,example101788@mymail.pomona.edu,ENFJ,women,men
101789,Arlo,Contreras,example101789@students.claremontmckenna.edu,ENTJ,men,women
101790,Kylan,Ahmed,example101790@scrippscollege.edu,ISFJ,women,men
101791,Azalea,Hansen,example101791@students.claremontmckenna.edu,ENTJ,men,women
101792,Paislee,Olson,example101792@scrippscollege.edu,ISFP,women,men
101793,Aubrielle,Hahn,example101793@students.claremontmckenna.edu,ISFJ,women,men
101794,Amalia,Mathis,example101794@scrippscollege.edu,ENFJ,women,"men, women"
101795,Alden,Myers,example101795@scrippscollege.edu,INTP,women,men
101796,Dexter,Davidson,example101796@mymail.pomona.edu,ESTJ,men,non-binary
101797,Cassidy,Maddox,example101797@scrippscollege.edu,ISFP,women,men
101798,Theo,Cuevas,example101798@mymail.pomona.edu,INTP,women,"men, non-binary"
101799,Kairi,Felix,example101799@hmc.edu,ESTP,"women, non-binary","men, women"
101800,Ezra,Bautista,example101800@mymail.pomona.edu,INFP,women,men
101801,Marianna,Avalos,example101801@students.pitzer.edu,ENFJ,men,women
101802,Keith,Nolan,example101802@students.pitzer.edu,INTP,women,men
101803,Abigail,Galindo,example101803@scrippscollege.edu,ENTP,women,"men, women, non-binary"
101804,Anais,Byrd,example101804@students.claremontmckenna.edu,ISTJ,men,women
101805,Walker,Thomas,example101805@students.pitzer.edu,INTJ,men,women
101806,Peyton,Dejesus,example101806@hmc.edu,INTP,women,men
101807,Alexandra,Schneider,example101807@hmc.edu,ESTJ,women,"men, women, non-binary"
101808,Shane,Hinton,example101808@mymail.pomona.edu,ISTJ,men,"men, non-binary"
101809,Ty,Rogers,example101809@students.claremontmckenna.edu,INFP,women,men
101810,Alicia,Townsend,example101810@mymail.pomona.edu,ESTP,women,men
101811,Milani,Bernard,example101811@students.pitzer.edu,ENTJ,women,men
101812,Antonio,Pearson,example101812@students.pitzer.edu,ESTP,men,"men, non-binary"
101813,Erick,Glenn,example101813@students.claremontmckenna.edu,ISTJ,men,women
101814,Nathan,Dominguez,example101814@hmc.edu,INTJ,women,men
101815,Johan,Davidson,example101815@students.pitzer.edu,ENTP,men,women
